Region,Month of Period,MedianSalePrice,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
Albany Park,2017/10,300000,2.00%,17.70%,106,-11.70%,-26.90%,117,-7.10%,-8.60%,125,-8.80%,-16.70%,56,8,-14,97.70%,-0.60%,0.40%
Albany Park,2017/11,300000,-0.20%,19.10%,92,-13.20%,-23.30%,79,-32.50%,-33.60%,102,-18.40%,-22.10%,63,7,-8,97.30%,-0.40%,-0.10%
Albany Park,2017/12,295000,-1.50%,16.90%,85,-7.60%,-19.80%,51,-35.40%,-41.40%,71,-30.40%,-37.20%,72,9,3,97.00%,-0.30%,-0.30%
Albany Park,2018/01,283000,-4.20%,8.70%,72,-15.30%,-17.20%,50,-2.00%,-31.50%,70,-1.40%,-42.10%,98,26,17,97.20%,0.20%,-0.20%
Albany Park,2018/02,275000,-2.70%,6.60%,53,-26.40%,-24.30%,71,42.00%,-21.10%,78,11.40%,-37.60%,119,21,23,98.00%,0.80%,1.50%
Albany Park,2018/03,273000,-0.70%,6.80%,59,11.30%,-23.40%,122,71.80%,-9.00%,101,29.50%,-27.30%,98,-21,-5,98.10%,0.10%,1.30%
Albany Park,2018/04,251000,-8.10%,-2.00%,72,22.00%,-24.20%,141,15.60%,-13.00%,109,7.90%,-24.30%,60,-38,-16,97.80%,-0.40%,0.60%
Albany Park,2018/05,265000,5.60%,-7.00%,94,30.60%,-18.30%,189,34.00%,14.50%,133,22.00%,5.60%,45,-15,-24,97.70%,0.00%,-0.60%
Albany Park,2018/06,277000,4.30%,-3.00%,108,14.90%,-13.60%,185,-2.10%,10.80%,137,3.00%,8.70%,45,0,-6,97.90%,0.20%,-0.50%
Albany Park,2018/07,262000,-5.20%,-10.40%,124,14.80%,-8.80%,187,1.10%,26.40%,151,10.20%,17.10%,43,-3,-7,98.60%,0.80%,0.00%
Albany Park,2018/08,250000,-4.60%,-10.10%,123,-0.80%,-14.00%,151,-19.30%,1.30%,142,-6.00%,6.80%,52,10,7,98.90%,0.20%,0.70%
Albany Park,2018/09,268000,7.00%,-9.20%,134,8.90%,11.70%,140,-7.30%,11.10%,132,-7.00%,-3.60%,57,5,8,98.50%,-0.40%,0.30%
Albany Park,2018/10,279000,4.20%,-7.20%,122,-9.00%,15.10%,116,-17.10%,-0.90%,109,-17.40%,-12.80%,63,7,7,98.00%,-0.50%,0.30%
Albany Park,2018/11,288000,3.30%,-3.80%,110,-9.80%,19.60%,102,-12.10%,29.10%,106,-2.80%,3.90%,63,0,0,97.20%,-0.80%,-0.10%
Albany Park,2018/12,269000,-6.60%,-8.80%,79,-28.20%,-7.10%,77,-24.50%,51.00%,96,-9.40%,35.20%,71,8,-1,97.00%,-0.30%,-0.10%
Albany Park,2019/01,261000,-3.10%,-7.70%,64,-19.00%,-11.10%,78,1.30%,56.00%,84,-12.50%,20.00%,79,8,-20,96.20%,-0.80%,-1.00%
Albany Park,2019/02,296000,13.60%,7.70%,56,-12.50%,5.70%,83,6.40%,16.90%,94,11.90%,20.50%,83,5,-36,96.80%,0.60%,-1.30%
Andersonville,2012/02,285000,-16.30%,-21.50%,36,5.90%,33.30%,31,3.30%,-52.30%,74,-5.10%,-28.80%,191,24,24,93.10%,-0.90%,-2.10%
Andersonville,2012/03,265000,-7.20%,-29.50%,40,11.10%,48.10%,65,109.70%,-26.10%,87,17.60%,-27.50%,200,9,57,94.00%,0.90%,-1.70%
Andersonville,2012/04,259000,-2.10%,-10.70%,35,-12.50%,20.70%,79,21.50%,-25.50%,96,10.30%,-29.40%,187,-13,57,95.00%,0.90%,-2.80%
Andersonville,2012/05,262000,1.20%,-25.10%,30,-14.30%,-9.10%,94,19.00%,-5.10%,95,-1.00%,-31.20%,181,-7,70,96.20%,1.20%,-1.10%
Andersonville,2012/06,285000,8.80%,-8.70%,39,30.00%,-9.30%,92,-2.10%,16.50%,105,10.50%,-22.20%,118,-63,-2,95.60%,-0.60%,-0.50%
Andersonville,2012/07,375000,31.60%,10.50%,43,10.30%,-14.00%,81,-12.00%,28.60%,91,-13.30%,-26.60%,80,-38,-25,96.20%,0.60%,0.30%
Andersonville,2012/08,299000,-20.20%,-1.40%,62,44.20%,19.20%,68,-16.00%,23.60%,80,-12.10%,-31.00%,79,-1,-35,96.10%,0.00%,0.30%
Andersonville,2012/09,305000,1.90%,0.50%,61,-1.60%,32.60%,53,-22.10%,6.00%,76,-5.00%,-30.30%,81,2,-40,96.80%,0.60%,0.20%
Andersonville,2012/10,290000,-5.10%,-8.50%,65,6.60%,80.60%,52,-1.90%,20.90%,69,-9.20%,-33.70%,80,-2,-56,97.00%,0.20%,0.40%
Andersonville,2012/11,317000,9.30%,-2.00%,53,-18.50%,71.00%,48,-7.70%,23.10%,66,-4.30%,-25.80%,84,5,-59,96.00%,-1.00%,-0.60%
Andersonville,2012/12,325000,2.70%,-17.30%,49,-7.50%,104.20%,34,-29.20%,30.80%,57,-13.60%,-26.00%,82,-2,-34,94.60%,-1.40%,-2.10%
Andersonville,2013/01,330000,1.50%,-3.10%,37,-24.50%,8.80%,38,11.80%,26.70%,60,5.30%,-23.10%,89,7,-78,93.10%,-1.50%,-1.00%
Andersonville,2013/02,300000,-9.10%,5.30%,33,-10.80%,-8.30%,57,50.00%,83.90%,74,23.30%,0.00%,105,16,-86,94.90%,1.80%,1.70%
Andersonville,2013/03,294000,-2.20%,11.00%,26,-21.20%,-35.00%,87,52.60%,33.80%,85,14.90%,-2.30%,98,-7,-102,95.90%,1.00%,1.90%
Andersonville,2013/04,313000,6.50%,20.70%,41,57.70%,17.10%,108,24.10%,36.70%,89,4.70%,-7.30%,69,-29,-118,96.90%,1.00%,1.90%
Andersonville,2013/05,315000,0.80%,20.20%,57,39.00%,90.00%,100,-7.40%,6.40%,71,-20.20%,-25.30%,56,-13,-125,98.20%,1.30%,2.00%
Andersonville,2013/06,296000,-6.00%,3.90%,71,24.60%,82.10%,102,2.00%,10.90%,79,11.30%,-24.80%,56,0,-62,98.10%,0.00%,2.50%
Andersonville,2013/07,307000,3.70%,-18.10%,80,12.70%,86.00%,101,-1.00%,24.70%,89,12.70%,-2.20%,54,-2,-26,98.90%,0.80%,2.70%
Andersonville,2013/08,298000,-3.00%,-0.50%,84,5.00%,35.50%,108,6.90%,58.80%,91,2.20%,13.80%,56,2,-23,98.00%,-0.90%,1.80%
Andersonville,2013/09,350000,17.50%,14.80%,85,1.20%,39.30%,93,-13.90%,75.50%,86,-5.50%,13.20%,56,0,-25,98.20%,0.20%,1.40%
Andersonville,2013/10,375000,7.10%,29.50%,71,-16.50%,9.20%,77,-17.20%,48.10%,90,4.70%,30.40%,63,7,-17,97.80%,-0.40%,0.80%
Andersonville,2013/11,375000,0.00%,18.50%,60,-15.50%,13.20%,58,-24.70%,20.80%,67,-25.60%,1.50%,72,9,-13,98.60%,0.80%,2.60%
Andersonville,2013/12,387000,3.10%,18.90%,54,-10.00%,10.20%,42,-27.60%,23.50%,50,-25.40%,-12.30%,72,1,-10,98.50%,-0.10%,3.80%
Andersonville,2014/01,375000,-3.00%,13.60%,48,-11.10%,29.70%,36,-14.30%,-5.30%,57,14.00%,-5.00%,71,-1,-18,97.70%,-0.70%,4.70%
Andersonville,2014/02,375000,0.00%,25.00%,37,-22.90%,12.10%,51,41.70%,-10.50%,68,19.30%,-8.10%,82,11,-23,95.90%,-1.90%,1.00%
Andersonville,2014/03,375000,0.10%,27.90%,34,-8.10%,30.80%,80,56.90%,-8.00%,80,17.60%,-5.90%,74,-8,-24,95.60%,-0.30%,-0.30%
Andersonville,2014/04,375000,-0.10%,20.00%,43,26.50%,4.90%,106,32.50%,-1.90%,90,12.50%,1.10%,57,-17,-12,97.30%,1.70%,0.40%
Andersonville,2014/05,348000,-7.30%,10.40%,66,53.50%,15.80%,118,11.30%,18.00%,98,8.90%,38.00%,57,0,1,98.30%,1.00%,0.10%
Andersonville,2014/06,348000,-0.10%,17.40%,75,13.60%,5.60%,109,-7.60%,6.90%,94,-4.10%,19.00%,66,9,10,98.20%,-0.10%,0.00%
Andersonville,2014/07,337000,-3.00%,9.80%,74,-1.30%,-7.50%,97,-11.00%,-4.00%,91,-3.20%,2.20%,63,-3,9,98.70%,0.60%,-0.20%
Andersonville,2014/08,360000,6.80%,20.90%,75,1.40%,-10.70%,93,-4.10%,-13.90%,104,14.30%,14.30%,50,-13,-6,98.20%,-0.50%,0.20%
Andersonville,2014/09,370000,2.80%,5.70%,70,-6.70%,-17.60%,87,-6.50%,-6.50%,94,-9.60%,9.30%,48,-2,-8,98.10%,-0.10%,-0.10%
Andersonville,2014/10,351000,-5.10%,-6.40%,78,11.40%,9.90%,80,-8.00%,3.90%,94,0.00%,4.40%,52,4,-11,97.00%,-1.10%,-0.80%
Andersonville,2014/11,345000,-1.70%,-8.00%,63,-19.20%,5.00%,67,-16.30%,15.50%,87,-7.40%,29.90%,76,24,4,96.90%,0.00%,-1.60%
Andersonville,2014/12,356000,3.20%,-7.90%,55,-12.70%,1.90%,52,-22.40%,23.80%,70,-19.50%,40.00%,64,-12,-8,96.70%,-0.30%,-1.80%
Andersonville,2015/01,378000,6.20%,0.80%,38,-30.90%,-20.80%,46,-11.50%,27.80%,75,7.10%,31.60%,76,12,5,96.60%,-0.10%,-1.20%
Andersonville,2015/02,423000,11.80%,12.70%,28,-26.30%,-24.30%,55,19.60%,7.80%,85,13.30%,25.00%,72,-4,-10,97.10%,0.50%,1.20%
Andersonville,2015/03,309000,-26.90%,-17.70%,34,21.40%,0.00%,90,63.60%,12.50%,97,14.10%,21.30%,101,29,27,97.50%,0.50%,1.90%
Andersonville,2015/04,298000,-3.60%,-20.50%,42,23.50%,-2.30%,111,23.30%,4.70%,91,-6.20%,1.10%,116,15,59,97.70%,0.20%,0.50%
Andersonville,2015/05,311000,4.40%,-10.50%,72,71.40%,9.10%,126,13.50%,6.80%,102,12.10%,4.10%,72,-44,15,97.70%,0.00%,-0.50%
Andersonville,2015/06,373000,19.70%,7.20%,90,25.00%,20.00%,126,0.00%,15.60%,111,8.80%,18.10%,64,-8,-2,98.10%,0.40%,-0.10%
Andersonville,2015/07,373000,0.00%,10.50%,102,13.30%,37.80%,112,-11.10%,15.50%,100,-9.90%,9.90%,57,-7,-6,98.40%,0.30%,-0.40%
Andersonville,2015/08,386000,3.50%,7.10%,101,-1.00%,34.70%,94,-16.10%,1.10%,89,-11.00%,-14.40%,53,-5,3,97.90%,-0.50%,-0.30%
Andersonville,2015/09,356000,-7.60%,-3.70%,76,-24.80%,8.60%,86,-8.50%,-1.10%,96,7.90%,2.10%,55,3,7,97.80%,-0.10%,-0.30%
Andersonville,2015/10,404000,13.40%,15.10%,68,-10.50%,-12.80%,76,-11.60%,-5.00%,87,-9.40%,-7.40%,70,15,18,96.80%,-0.90%,-0.10%
Andersonville,2015/11,400000,-1.00%,15.90%,53,-22.10%,-15.90%,68,-10.50%,1.50%,82,-5.70%,-5.70%,67,-3,-9,96.90%,0.10%,0.00%
Andersonville,2015/12,400000,0.00%,12.40%,55,3.80%,0.00%,41,-39.70%,-21.20%,62,-24.40%,-11.40%,57,-11,-8,96.60%,-0.30%,0.00%
Andersonville,2016/01,423000,5.70%,11.80%,48,-12.70%,26.30%,43,4.90%,-6.50%,61,-1.60%,-18.70%,53,-4,-23,97.10%,0.50%,0.50%
Andersonville,2016/02,484000,14.40%,14.40%,44,-8.30%,57.10%,70,62.80%,27.30%,76,24.60%,-10.60%,87,34,15,97.30%,0.20%,0.30%
Andersonville,2016/03,481000,-0.50%,55.70%,44,0.00%,29.40%,114,62.90%,26.70%,91,19.70%,-6.20%,90,3,-11,97.20%,-0.10%,-0.30%
Andersonville,2016/04,412000,-14.40%,38.10%,56,27.30%,33.30%,144,26.30%,29.70%,109,19.80%,19.80%,62,-28,-54,98.00%,0.80%,0.30%
Andersonville,2016/05,386000,-6.20%,24.00%,68,21.40%,-5.60%,142,-1.40%,12.70%,105,-3.70%,2.90%,45,-17,-27,98.20%,0.20%,0.50%
Andersonville,2016/06,426000,10.20%,14.20%,102,50.00%,13.30%,122,-14.10%,-3.20%,93,-11.40%,-16.20%,48,3,-16,98.50%,0.20%,0.30%
Andersonville,2016/07,417000,-2.10%,11.80%,112,9.80%,9.80%,96,-21.30%,-14.30%,81,-12.90%,-19.00%,48,0,-9,98.60%,0.20%,0.30%
Andersonville,2016/08,432000,3.60%,11.90%,112,0.00%,10.90%,96,0.00%,2.10%,99,22.20%,11.20%,52,4,-1,98.10%,-0.50%,0.20%
Andersonville,2016/09,415000,-3.80%,16.50%,93,-17.00%,22.40%,93,-3.10%,8.10%,93,-6.10%,-3.10%,50,-2,-5,98.10%,0.00%,0.40%
Andersonville,2016/10,500000,20.50%,23.70%,77,-17.20%,13.20%,90,-3.20%,18.40%,81,-12.90%,-6.90%,59,9,-11,98.00%,-0.10%,1.10%
Andersonville,2016/11,494000,-1.20%,23.40%,78,1.30%,47.20%,64,-28.90%,-5.90%,67,-17.30%,-18.30%,56,-3,-11,98.10%,0.10%,1.20%
Andersonville,2016/12,459000,-7.00%,14.80%,71,-9.00%,29.10%,42,-34.40%,2.40%,53,-20.90%,-14.50%,56,0,-1,98.00%,-0.20%,1.30%
Andersonville,2017/01,440000,-4.10%,4.10%,55,-22.50%,14.60%,45,7.10%,4.70%,61,15.10%,0.00%,57,1,4,97.30%,-0.70%,0.20%
Andersonville,2017/02,385000,-12.50%,-20.40%,33,-40.00%,-25.00%,58,28.90%,-17.10%,76,24.60%,0.00%,76,19,-11,96.90%,-0.30%,-0.40%
Andersonville,2017/03,430000,11.70%,-10.60%,37,12.10%,-15.90%,100,72.40%,-12.30%,93,22.40%,2.20%,62,-14,-28,97.40%,0.50%,0.20%
Andersonville,2017/04,438000,1.90%,6.40%,56,51.40%,0.00%,116,16.00%,-19.40%,93,0.00%,-14.70%,63,1,1,98.30%,0.90%,0.30%
Andersonville,2017/05,428000,-2.30%,10.80%,82,46.40%,20.60%,124,6.90%,-12.70%,95,2.20%,-9.50%,51,-12,6,98.50%,0.20%,0.30%
Andersonville,2017/06,401000,-6.20%,-5.70%,90,9.80%,-11.80%,115,-7.30%,-5.70%,100,5.30%,7.50%,54,3,6,98.20%,-0.30%,-0.20%
Andersonville,2017/07,385000,-4.10%,-7.60%,93,3.30%,-17.00%,104,-9.60%,8.30%,92,-8.00%,13.60%,54,0,6,97.90%,-0.30%,-0.70%
Andersonville,2017/08,400000,3.80%,-7.40%,96,3.20%,-14.30%,91,-12.50%,-5.20%,88,-4.30%,-11.10%,52,-2,0,98.00%,0.10%,-0.10%
Andersonville,2017/09,386000,-3.40%,-7.00%,79,-17.70%,-15.10%,79,-13.20%,-15.10%,93,5.70%,0.00%,51,-1,1,98.10%,0.10%,-0.10%
Andersonville,2017/10,397000,2.80%,-20.60%,75,-5.10%,-2.60%,78,-1.30%,-13.30%,92,-1.10%,13.60%,49,-2,-10,97.80%,-0.30%,-0.20%
Andersonville,2017/11,440000,10.80%,-10.90%,57,-24.00%,-26.90%,62,-20.50%,-3.10%,69,-25.00%,3.00%,57,8,1,97.50%,-0.30%,-0.60%
Andersonville,2017/12,475000,8.00%,3.50%,64,12.30%,-9.90%,44,-29.00%,4.80%,58,-15.90%,9.40%,57,0,1,98.30%,0.80%,0.40%
Andersonville,2018/01,475000,0.00%,8.00%,51,-20.30%,-7.30%,39,-11.40%,-13.30%,53,-8.60%,-13.10%,74,17,17,98.50%,0.20%,1.20%
Andersonville,2018/02,464000,-2.40%,20.40%,50,-2.00%,51.50%,72,84.60%,24.10%,70,32.10%,-7.90%,84,10,8,99.20%,0.70%,2.20%
Andersonville,2018/03,425000,-8.30%,-1.20%,49,-2.00%,32.40%,105,45.80%,5.00%,83,18.60%,-10.80%,83,-1,21,98.50%,-0.60%,1.10%
Andersonville,2018/04,436000,2.50%,-0.60%,68,38.80%,21.40%,118,12.40%,1.70%,83,0.00%,-10.80%,55,-28,-8,98.90%,0.30%,0.60%
Andersonville,2018/05,418000,-4.00%,-2.30%,76,11.80%,-7.30%,121,2.50%,-2.40%,96,15.70%,1.10%,50,-6,-2,98.20%,-0.70%,-0.30%
Andersonville,2018/06,421000,0.70%,4.90%,83,9.20%,-7.80%,117,-3.30%,1.70%,93,-3.10%,-7.00%,55,6,1,98.40%,0.20%,0.10%
Andersonville,2018/07,423000,0.40%,9.80%,88,6.00%,-5.40%,118,0.90%,13.50%,99,6.50%,7.60%,57,2,3,98.30%,-0.10%,0.40%
Andersonville,2018/08,445000,5.30%,11.40%,92,4.50%,-4.20%,100,-15.30%,9.90%,95,-4.00%,8.00%,56,-2,4,98.40%,0.10%,0.40%
Andersonville,2018/09,440000,-1.10%,14.00%,93,1.10%,17.70%,91,-9.00%,15.20%,90,-5.30%,-3.20%,55,-1,4,97.80%,-0.60%,-0.30%
Andersonville,2018/10,408000,-7.40%,2.60%,77,-17.20%,2.70%,77,-15.40%,-1.30%,88,-2.20%,-4.30%,54,-1,5,97.20%,-0.60%,-0.60%
Andersonville,2018/11,409000,0.30%,-7.10%,62,-19.50%,8.80%,65,-15.60%,4.80%,79,-10.20%,14.50%,56,2,-1,97.00%,-0.20%,-0.50%
Andersonville,2018/12,383000,-6.40%,-19.50%,46,-25.80%,-28.10%,41,-36.90%,-6.80%,60,-24.10%,3.40%,68,12,11,96.70%,-0.40%,-1.70%
Andersonville,2019/01,410000,7.20%,-13.70%,39,-15.20%,-23.50%,47,14.60%,20.50%,72,20.00%,35.80%,88,20,14,96.50%,-0.20%,-2.00%
Andersonville,2019/02,342000,-16.60%,-26.20%,38,-2.60%,-24.00%,65,38.30%,-9.70%,80,11.10%,14.30%,107,19,23,96.80%,0.30%,-2.30%
Arcadia Terrace,2012/02,180000,-4.00%,-2.70%,10,-16.70%,-23.10%,8,14.30%,-11.10%,17,6.30%,6.30%,130,0,67,96.90%,-1.20%,-7.00%
Arcadia Terrace,2012/03,175000,-2.80%,7.70%,7,-30.00%,-22.20%,10,25.00%,0.00%,17,0.00%,-5.60%,178,49,115,95.70%,-1.20%,-11.50%
Arcadia Terrace,2012/04,120000,-31.40%,-26.20%,6,-14.30%,20.00%,10,0.00%,-9.10%,14,-17.60%,-30.00%,177,-2,128,89.70%,-6.00%,-7.80%
Arcadia Terrace,2012/05,81000,-32.90%,-73.20%,7,16.70%,133.30%,17,70.00%,54.50%,20,42.90%,5.30%,216,40,72,95.20%,5.40%,15.60%
Arcadia Terrace,2012/06,70000,-13.00%,-76.70%,7,0.00%,40.00%,14,-17.60%,27.30%,18,-10.00%,-25.00%,133,-83,-11,92.50%,-2.60%,8.40%
Arcadia Terrace,2012/07,70000,0.40%,-77.70%,8,14.30%,33.30%,18,28.60%,63.60%,20,11.10%,-9.10%,93,-40,-142,101.20%,8.70%,7.50%
Arcadia Terrace,2012/08,121000,71.50%,-56.00%,10,25.00%,42.90%,13,-27.80%,8.30%,17,-15.00%,-22.70%,126,33,-41,97.60%,-3.70%,5.80%
Arcadia Terrace,2012/09,155000,28.60%,-34.00%,11,10.00%,57.10%,16,23.10%,14.30%,16,-5.90%,-33.30%,44,-82,-85,99.20%,1.70%,6.30%
Arcadia Terrace,2012/10,182000,17.40%,124.70%,10,-9.10%,100.00%,14,-12.50%,0.00%,15,-6.30%,-25.00%,106,62,72,93.70%,-5.60%,-1.00%
Arcadia Terrace,2012/11,155000,-14.80%,-20.10%,13,30.00%,116.70%,12,-14.30%,-14.30%,15,0.00%,-28.60%,55,-51,19,100.10%,6.40%,0.10%
Arcadia Terrace,2012/12,213000,37.10%,42.60%,11,-15.40%,10.00%,7,-41.70%,-22.20%,12,-20.00%,-36.80%,61,6,-30,98.70%,-1.40%,-1.80%
Arcadia Terrace,2013/01,204000,-4.00%,8.80%,11,0.00%,-8.30%,8,14.30%,14.30%,13,8.30%,-18.80%,59,-2,-71,105.20%,6.50%,7.10%
Arcadia Terrace,2013/02,204000,0.00%,13.30%,9,-18.20%,-10.00%,10,25.00%,25.00%,13,0.00%,-23.50%,91,32,-39,97.50%,-7.70%,0.60%
Arcadia Terrace,2013/03,191000,-6.40%,9.10%,10,11.10%,42.90%,13,30.00%,30.00%,11,-15.40%,-35.30%,87,-4,-91,97.30%,-0.20%,1.60%
Arcadia Terrace,2013/04,153000,-20.20%,27.10%,10,0.00%,66.70%,13,0.00%,30.00%,12,9.10%,-14.30%,87,0,-90,91.80%,-5.50%,2.10%
Arcadia Terrace,2013/05,117000,-23.10%,45.70%,8,-20.00%,14.30%,12,-7.70%,-29.40%,13,8.30%,-35.00%,137,50,-79,89.60%,-2.20%,-5.50%
Arcadia Terrace,2013/06,149000,26.70%,112.10%,10,25.00%,42.90%,11,-8.30%,-21.40%,11,-15.40%,-38.90%,52,-85,-81,93.70%,4.00%,1.10%
Arcadia Terrace,2013/07,288000,93.90%,310.00%,10,0.00%,25.00%,11,0.00%,-38.90%,11,0.00%,-45.00%,67,15,-26,95.50%,1.80%,-5.80%
Arcadia Terrace,2013/08,265000,-8.00%,119.90%,11,10.00%,10.00%,10,-9.10%,-23.10%,10,-9.10%,-41.20%,77,10,-49,96.90%,1.50%,-0.60%
Arcadia Terrace,2013/09,299000,12.80%,92.90%,11,0.00%,0.00%,12,20.00%,-25.00%,12,20.00%,-25.00%,81,4,37,97.50%,0.50%,-1.80%
Arcadia Terrace,2013/10,265000,-11.40%,45.60%,11,0.00%,10.00%,14,16.70%,0.00%,14,16.70%,-6.70%,45,-36,-61,97.10%,-0.40%,3.40%
Arcadia Terrace,2013/11,285000,7.40%,83.50%,8,-27.30%,-38.50%,14,0.00%,16.70%,15,7.10%,0.00%,45,-1,-11,99.10%,2.00%,-1.00%
Arcadia Terrace,2013/12,233000,-18.10%,9.60%,4,-50.00%,-63.60%,15,7.10%,114.30%,16,6.70%,33.30%,53,9,-8,96.00%,-3.00%,-2.70%
Arcadia Terrace,2014/01,340000,45.90%,66.70%,8,100.00%,-27.30%,12,-20.00%,50.00%,12,-25.00%,-7.70%,73,20,14,100.20%,4.10%,-5.00%
Arcadia Terrace,2014/02,330000,-2.90%,61.80%,13,62.50%,44.40%,13,8.30%,30.00%,14,16.70%,7.70%,23,-50,-68,99.10%,-1.10%,1.60%
Arcadia Terrace,2014/03,268000,-18.90%,40.10%,15,15.40%,50.00%,12,-7.70%,-7.70%,11,-21.40%,0.00%,23,0,-64,100.20%,1.10%,2.90%
Arcadia Terrace,2014/04,239000,-10.50%,56.90%,13,-13.30%,30.00%,12,0.00%,-7.70%,7,-36.40%,-41.70%,47,24,-40,98.30%,-1.90%,6.50%
Arcadia Terrace,2014/05,290000,21.00%,146.90%,12,-7.70%,50.00%,14,16.70%,16.70%,9,28.60%,-30.80%,129,82,-9,99.10%,0.80%,9.50%
Arcadia Terrace,2014/06,290000,0.00%,94.90%,12,0.00%,20.00%,11,-21.40%,0.00%,9,0.00%,-18.20%,94,-35,42,98.20%,-0.90%,4.50%
Arcadia Terrace,2014/07,301000,4.00%,4.50%,11,-8.30%,10.00%,13,18.20%,18.20%,12,33.30%,9.10%,47,-47,-20,101.70%,3.50%,6.20%
Arcadia Terrace,2014/08,285000,-5.50%,7.40%,10,-9.10%,-9.10%,8,-38.50%,-20.00%,10,-16.70%,0.00%,32,-16,-46,99.80%,-1.90%,2.80%
Arcadia Terrace,2014/09,303000,6.50%,1.30%,7,-30.00%,-36.40%,12,50.00%,0.00%,13,30.00%,8.30%,35,4,-46,99.90%,0.10%,2.40%
Arcadia Terrace,2014/10,330000,8.90%,24.50%,11,57.10%,0.00%,8,-33.30%,-42.90%,7,-46.20%,-50.00%,35,0,-10,97.70%,-2.20%,0.60%
Arcadia Terrace,2014/11,330000,0.00%,16.00%,10,-9.10%,25.00%,8,0.00%,-42.90%,8,14.30%,-46.70%,46,11,2,97.60%,0.00%,-1.50%
Arcadia Terrace,2014/12,330000,0.00%,41.60%,10,0.00%,150.00%,4,-50.00%,-73.30%,9,12.50%,-43.80%,46,0,-7,97.60%,0.00%,1.60%
Arcadia Terrace,2015/01,230000,-30.30%,-32.40%,6,-40.00%,-25.00%,4,0.00%,-66.70%,5,-44.40%,-58.30%,91,45,19,91.60%,-6.00%,-8.60%
Arcadia Terrace,2015/02,294000,27.90%,-10.80%,6,0.00%,-53.80%,6,50.00%,-53.80%,7,40.00%,-50.00%,62,-29,39,92.30%,0.70%,-6.80%
Arcadia Terrace,2015/03,292000,-0.80%,9.20%,8,33.30%,-46.70%,14,133.30%,16.70%,13,85.70%,18.20%,62,0,39,94.00%,1.60%,-6.20%
Arcadia Terrace,2015/04,325000,11.30%,35.80%,7,-12.50%,-46.20%,17,21.40%,41.70%,14,7.70%,100.00%,53,-9,6,97.60%,3.70%,-0.60%
Arcadia Terrace,2015/05,325000,0.00%,12.30%,7,0.00%,-41.70%,24,41.20%,71.40%,20,42.90%,122.20%,51,-2,-78,100.50%,2.80%,1.40%
Arcadia Terrace,2015/06,325000,0.00%,12.30%,9,28.60%,-25.00%,22,-8.30%,100.00%,19,-5.00%,111.10%,71,20,-23,100.30%,-0.20%,2.10%
Arcadia Terrace,2015/07,303000,-6.80%,0.70%,15,66.70%,36.40%,27,22.70%,107.70%,21,10.50%,75.00%,58,-13,11,97.70%,-2.60%,-4.00%
Arcadia Terrace,2015/08,309000,2.00%,8.60%,16,6.70%,60.00%,21,-22.20%,162.50%,19,-9.50%,90.00%,68,10,36,96.30%,-1.50%,-3.50%
Arcadia Terrace,2015/09,353000,14.10%,16.30%,14,-12.50%,100.00%,20,-4.80%,66.70%,20,5.30%,53.80%,61,-7,26,96.00%,-0.30%,-3.90%
Arcadia Terrace,2015/10,326000,-7.50%,-1.20%,11,-21.40%,0.00%,18,-10.00%,125.00%,20,0.00%,185.70%,61,0,26,97.00%,1.00%,-0.70%
Arcadia Terrace,2015/11,344000,5.60%,4.30%,8,-27.30%,-20.00%,15,-16.70%,87.50%,18,-10.00%,125.00%,91,30,45,97.90%,1.00%,0.30%
Arcadia Terrace,2015/12,325000,-5.60%,-1.50%,7,-12.50%,-30.00%,9,-40.00%,125.00%,11,-38.90%,22.20%,63,-29,17,97.00%,-1.00%,-0.60%
Arcadia Terrace,2016/01,387000,19.10%,68.30%,7,0.00%,16.70%,6,-33.30%,50.00%,11,0.00%,120.00%,76,14,-15,96.70%,-0.30%,5.10%
Arcadia Terrace,2016/02,385000,-0.50%,30.80%,7,0.00%,16.70%,8,33.30%,33.30%,12,9.10%,71.40%,76,0,14,96.80%,0.20%,4.50%
Arcadia Terrace,2016/03,316000,-17.90%,8.30%,10,42.90%,25.00%,17,112.50%,21.40%,16,33.30%,23.10%,75,-2,13,94.60%,-2.20%,0.60%
Arcadia Terrace,2016/04,373000,17.80%,14.60%,8,-20.00%,14.30%,22,29.40%,29.40%,21,31.30%,50.00%,62,-13,9,94.40%,-0.30%,-3.30%
Arcadia Terrace,2016/05,370000,-0.70%,13.80%,9,12.50%,28.60%,30,36.40%,25.00%,23,9.50%,15.00%,34,-28,-17,95.20%,0.90%,-5.20%
Arcadia Terrace,2016/06,400000,8.10%,23.10%,8,-11.10%,-11.10%,26,-13.30%,18.20%,23,0.00%,21.10%,60,26,-11,98.20%,3.00%,-2.10%
Arcadia Terrace,2016/07,380000,-5.00%,25.40%,12,50.00%,-20.00%,22,-15.40%,-18.50%,22,-4.30%,4.80%,41,-20,-18,99.10%,0.90%,1.40%
Arcadia Terrace,2016/08,380000,0.00%,23.00%,19,58.30%,18.80%,13,-40.90%,-38.10%,17,-22.70%,-10.50%,73,33,6,98.00%,-1.10%,1.70%
